
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 551K_scaled.ecu

ECU identified with following data:
HWNumber    = 0261207001       (requested was 0261207001)
SWNumber    = 1037360387       (requested was 1037360387)
PartNumber  = 8D0907551K       (requested was 8D0907551K)
SWVersion   = 0001             (requested was 0001)
EngineId    = 2.7l V6/5VT      (requested was 2.7l V6/5VT)
VAGHWNumber = 
ModelId     = G

Log packet size: 146 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  15.10.2021 15:06:08.569

TimeStamp, nmot_w    , mshfm_w   , msdk_w    , uhfm_w    , gangi     , vfzg      , wped_w    , wdkba     , ub        , perffilt_w, plsol_w   , pvdkds_w  , plsolr_w  , pvdkdsl_w , pssol_w   , ps_w      , pvdk_w    , pu_w      , frxt      , frxta_w   , vpssplg_w , lde       , ldtvm     , ldtvr_w   , lditv_w   , ldptv     , ldrdtv    , ldimn_w   , ldimx_w   , ldimxak_w , ldrlts_w  , ldrlms_w  , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , rl_w      , rlsol_w   , rlmax_w   , rlmx_w    , lamsbg_w  , lamsbg2_w , lamfa_w   , lamfawkr_w, ti_b1     , ti_b2     , usvk      , usvk2     , fr_w      , fr2_w     , uuhsk2_w  , zwgru     , zwist     , zwopt     , zwout     , zwnws     , zwsol     , wkrm      , wkrma     , dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , dwkrz_4   , dwkrz_5   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rkrn_w_4  , rkrn_w_5  , wnwi_w    , wnwi2_w   , fnwue     , fzabg_w_0 , fzabg_w_1 , fzabg_w_2 , fzabg_w_3 , fzabg_w_4 , fzabg_w_5 , fzabgs_w  , tanslin   , tmot      , tmki      , te_w      , tsrldyn   
  sec.ms , rpm       , g/s       , g/s       , V         , gear      , km/h      , PED     , DK      , V         , , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , mbar      , -         , -         , -         , mBar      , , , , , , , , , , , , , , , , , , , , -         , -         , -         , -         , ms        , ms        , V         , V         , -         , -         ,           , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       , V         , V         , V         , V         , V         , V         , °KW       , °KW       , -         , #         , #         , #         , #         , #         , #         , #         , °C        , °C        , °C        , ms        , ms        
"TIME","EngineSpeed","MassAirFlow","MassAirFlowAtThrottlePlate","MAFSensorVoltage","SelectedGear","VehicleSpeed","AccelPedalPosition","ThrottlePlateAngle","BatteryVoltage","CPU-Load","BoostPressureDesired","BoostPressureActual","","","","","","BaroPressure","LoadCorrectFactorCoolantTemp","LoadCorrectFactorIntakeTemp","","","WastegateDutyCycle","WastegateDutyCycleBeforeLin","BoostPID-I-Result","BoostPID-P-Result","BoostPID-D-Result","BoostPID-I-Min","BoostPID-I-Max","ChargeLimitPID-I","ChargeLimitTurboProtection","ChargeLimitEngineProtection","BoostCorrectFactorPID-IRange1","BoostCorrectFactorPID-IRange2","BoostCorrectFactorPID-IRange3","BoostCorrectFactorPID-IRange4","BoostCorrectFactorPID-IRange5","EngineLoad","EngineLoadRequested","EngineLoadCorrected","EngineLoadSpecified","AirFuelRatioDesired","AirFuelRatioDesiredBank2","TargetAFRDriverRequest","KnockLambda","FuelInjectorOnTime","FuelInjectorOnTimeBank2","O2SVoltageSensor1","O2SVoltageSensor1Bank2","LambdaControl","LambdaControlBank2","WidebandBank2","","IgnitionTimingAngle","","IgnitionTimingAngleOverall","","","AvgIgnitionRetardKnockControl","AvgIgnitionRetardKnockControl","IgnitionRetardCyl1","IgnitionRetardCyl5","IgnitionRetardCyl3","IgnitionRetardCyl2","IgnitionRetardCyl6","IgnitionRetardCyl4","KnockVoltageCyl1","KnockVoltageCyl5","KnockVoltageCyl3","KnockVoltageCyl2","KnockVoltageCyl6","KnockVoltageCyl4","CamshaftAngle","CamshaftAngleBank2","","CountMisfireCyl1","CountMisfireCyl5","CountMisfireCyl3","CountMisfireCyl2","CountMisfireCyl6","CountMisfireCyl4","CountMisfireTotal","IntakeAirTemperature","CoolantTemperature","","EffInjectionTime","Dwell time"
    0.000, 1508.75   , 16.3611   , 16.9722   , 1.66504   , 1         , 12.5      , 22.8412   , 7.84314   , 13.4464   , 79.375    , 988.438   , 991.797   , 0         , 991.797   , 609.688   , 581.094   , 958.75    , 988.438   , 1         , 1         , 0.60907   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 212.391   , 216.82    , 0         , 0         , 0         , 0         , 0         , 38.6484   , 40.7813   , 119.109   , 119.109   , 1         , 1         , 1         , 1         , 2.144     , 2.14667   , 0.717961  , 0.764903  , 0.953278  , 0.956177  , 15.098    , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.761721  , 0.820315  , 0.800783  , 1.21094   , 0.664064  , 0.859377  , 0.234375  , -0.453125 , 0.0117188 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 0.938668  , 2.4       
    0.050, 1531.75   , 17.4167   , 17.8611   , 1.68945   , 1         , 12.5      , 24.8203   , 8.2353    , 13.4464   , 79.7      , 988.438   , 989.688   , 0         , 989.688   , 652.734   , 580.234   , 955.156   , 988.438   , 1         , 1         , 0.640259  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 212.578   , 217.008   , 0         , 0         , 0         , 0         , 0         , 38.625    , 43.9922   , 119.273   , 119.273   , 1         , 1         , 1         , 1         , 2.176     , 2.17867   , 0.717961  , 0.712746  , 0.951264  , 0.954163  , 15.1859   , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.761721  , 0.820315  , 0.800783  , 1.21094   , 0.664064  , 0.859377  , 0.125     , -0.453125 , 0.00390625, 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 0.970668  , 2.4       
    0.100, 1552.75   , 19.3056   , 20.1111   , 1.76758   , 1         , 12.5      , 25.539    , 9.41177   , 13.5168   , 79.95     , 988.438   , 989.609   , 0         , 989.609   , 659.766   , 590.625   , 952.891   , 988.438   , 1         , 1         , 0.673157  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 212.977   , 217.406   , 0         , 0         , 0         , 0         , 0         , 39.4688   , 44.6016   , 119.602   , 119.602   , 1         , 1         , 1         , 1         , 2.25867   , 2.264     , 0.519765  , 0.717961  , 0.949128  , 0.952027  , 15.2836   , 29.25     , 29.25     , 28.5      , 29.25     , 29.25     , 28.5      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.781252  , 0.839846  , 0.839846  , 1.25      , 0.683596  , 0.878909  , -0.046875 , -0.46875  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.04      , 2.4       
    0.150, 1585      , 19.8333   , 20.3333   , 1.77246   , 1         , 12.5      , 26.9779   , 9.80392   , 13.5168   , 80.3      , 988.438   , 989.609   , 0         , 989.609   , 683.594   , 607.969   , 951.563   , 988.438   , 1         , 1         , 0.685486  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 213.281   , 217.711   , 0         , 0         , 0         , 0         , 0         , 40.8281   , 46.4297   , 119.93    , 119.93    , 1         , 1         , 1         , 1         , 2.344     , 2.352     , 0.311138  , 0.243334  , 0.974152  , 0.977906  , 15.2445   , 28.5      , 28.5      , 27.75     , 28.5      , 28.5      , 27.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.781252  , 0.839846  , 0.839846  , 1.25      , 0.683596  , 0.878909  , -0.046875 , -0.453125 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.12533   , 2.3       
    0.200, 1627.25   , 21.1389   , 21.5278   , 1.81641   , 1         , 12.5      , 28.0567   , 10.1961   , 13.5168   , 80.475    , 988.438   , 989.609   , 0         , 989.609   , 694.219   , 619.531   , 950.313   , 988.438   , 1         , 1         , 0.698975  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 213.891   , 218.344   , 0         , 0         , 0         , 0         , 0         , 41.8125   , 47.3672   , 120.398   , 120.398   , 1         , 1         , 1         , 1         , 2.40534   , 2.41334   , 0.0764316 , 0.0712159 , 0.976289  , 0.980042  , 15.2933   , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.800783  , 0.859377  , 0.820315  , 1.32813   , 0.703127  , 0.89844   , 0.078125  , -0.453125 , 0.00390625, 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.19467   , 2.3       
    0.250, 1660.25   , 23.6667   , 22.8056   , 1.87988   , 1         , 12.5      , 28.4168   , 10.9804   , 13.5168   , 80.75     , 988.438   , 989.609   , 0         , 989.609   , 690.625   , 642.813   , 950.156   , 988.438   , 1         , 1         , 0.702637  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 214.43    , 218.883   , 0         , 0         , 0         , 0         , 0         , 43.6641   , 47.2266   , 120.82    , 120.82    , 1         , 1         , 1         , 1         , 2.55734   , 2.56267   , 0.0712159 , 0.0660002 , 0.978608  , 0.982362  , 15.3129   , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , 28.5      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.800783  , 0.859377  , 0.820315  , 1.32813   , 0.703127  , 0.89844   , 0.375     , -0.046875 , 0.015625  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.34667   , 2.3       
    0.300, 1682.5    , 24.1945   , 23.3889   , 1.89941   , 1         , 12.5      , 28.4168   , 11.3726   , 13.4464   , 81.025    , 988.438   , 989.609   , 0         , 989.609   , 682.031   , 669.297   , 952.031   , 988.438   , 1         , 1         , 0.692688  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 214.828   , 219.281   , 0         , 0         , 0         , 0         , 0         , 45.7266   , 46.6875   , 121.172   , 121.172   , 1         , 1         , 1         , 1         , 2.61067   , 2.616     , 0.0712159 , 0.0712159 , 0.981049  , 0.984803  , 15.391    , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.839846  , 0.878909  , 0.839846  , 1.32813   , 0.722658  , 0.89844   , 0.375     , -0.140625 , 0.015625  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.4       , 2.3       
    0.350, 1705.75   , 24.4722   , 23.1667   , 1.9043    , 1         , 12.5      , 28.7769   , 11.3726   , 13.4464   , 81.325    , 988.438   , 991.719   , 0         , 991.719   , 683.906   , 683.047   , 956.016   , 988.438   , 1         , 1         , 0.685853  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 215.109   , 219.586   , 0         , 0         , 0         , 0         , 0         , 46.8281   , 46.8281   , 121.43    , 121.43    , 1         , 1         , 1         , 1         , 2.60267   , 2.608     , 0.0920786 , 0.0816473 , 0.983002  , 0.986756  , 15.6058   , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , 27.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.839846  , 0.878909  , 0.839846  , 1.32813   , 0.722658  , 0.89844   , 0.359375  , -0.140625 , 0.015625  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 34.5      , 95.25     , 69        , 1.392     , 2.3       
