
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: 551K_scaled.ecu

ECU identified with following data:
HWNumber    = 0261207001       (requested was 0261207001)
SWNumber    = 1037360387       (requested was 1037360387)
PartNumber  = 8D0907551K       (requested was 8D0907551K)
SWVersion   = 0001             (requested was 0001)
EngineId    = 2.7l V6/5VT      (requested was 2.7l V6/5VT)
VAGHWNumber = 
ModelId     = G

Log packet size: 146 bytes
Logging with:    20 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  31.10.2021 15:27:25.370

TimeStamp, nmot_w    , mshfm_w   , msdk_w    , uhfm_w    , gangi     , vfzg      , wped_w    , wdkba     , ub        , perffilt_w, plsol_w   , pvdkds_w  , plsolr_w  , pvdkdsl_w , pssol_w   , ps_w      , pvdk_w    , pu_w      , frxt      , frxta_w   , vpssplg_w , lde       , ldtvm     , ldtvr_w   , lditv_w   , ldptv     , ldrdtv    , ldimn_w   , ldimx_w   , ldimxak_w , ldrlts_w  , ldrlms_w  , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , rl_w      , rlsol_w   , rlmax_w   , rlmx_w    , lamsbg_w  , lamsbg2_w , lamfa_w   , lamfawkr_w, ti_b1     , ti_b2     , usvk      , usvk2     , fr_w      , fr2_w     , uuhsk2_w  , zwgru     , zwist     , zwopt     , zwout     , zwnws     , zwsol     , wkrm      , wkrma     , dwkrz_0   , dwkrz_1   , dwkrz_2   , dwkrz_3   , dwkrz_4   , dwkrz_5   , rkrn_w_0  , rkrn_w_1  , rkrn_w_2  , rkrn_w_3  , rkrn_w_4  , rkrn_w_5  , wnwi_w    , wnwi2_w   , fnwue     , fzabg_w_0 , fzabg_w_1 , fzabg_w_2 , fzabg_w_3 , fzabg_w_4 , fzabg_w_5 , fzabgs_w  , tanslin   , tmot      , tmki      , te_w      , tsrldyn   
    0.432, 800.75    , 7.16667   , 7.30556   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.4464   , 76.425    , 1001.09   , 993.828   , 0         , 993.828   , 479.922   , 474.219   , 1021.41   , 1001.09   , 1         , 1.02216   , 0.47937   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 31.2891   , 31.7344   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.94134   , 1.912     , 0.0816473 , 0.754471  , 0.924348  , 0.889863  , 15.3031   , 21        , 0         , 21.75     , 0         , 21        , 0         , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.488283  , 1.05469   , 0.527345  , 0.566408  , 0.03125   , 0.09375   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.738668  , 3         
    0.482, 813       , 7.33334   , 7.30556   , 1.31348   , 0         , 0         , 0         , 2.35294   , 13.4464   , 76.675    , 1001.09   , 993.828   , 0         , 993.828   , 479.063   , 473.672   , 1021.02   , 1001.09   , 1         , 1.02216   , 0.4776    , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.805   , 220.805   , 0         , 0         , 0         , 0         , 0         , 31.2656   , 31.6875   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.94134   , 1.91467   , 0.0816473 , 0.759687  , 0.926026  , 0.888184  , 15.2933   , 21        , -0.75     , 21.75     , -0.75     , 21        , -0.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.488283  , 1.05469   , 0.527345  , 0.566408  , -0.03125  , 0.09375   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.738668  , 3         
    0.532, 805.75    , 7.41667   , 7.30556   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.5168   , 76.65     , 1001.09   , 993.828   , 0         , 993.828   , 478.438   , 473.672   , 1021.25   , 1001.09   , 1         , 1.02216   , 0.477906  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 31.2422   , 31.6172   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.95467   , 1.92267   , 0.086863  , 0.749256  , 0.927705  , 0.886506  , 15.2836   , 21        , -0.75     , 21.75     , -0.75     , 21        , -0.75     , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.507814  , 1.05469   , 0.507814  , 0.585939  , -0.03125  , 0.09375   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.744001  , 3         
    0.582, 787.75    , 7.27778   , 7.30556   , 1.31348   , 0         , 0         , 0         , 2.35294   , 13.5168   , 76.85     , 1001.09   , 993.828   , 0         , 993.828   , 482.266   , 474.375   , 1021.41   , 1001.09   , 1         , 1.02216   , 0.478272  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.3125   , 31.9219   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.96      , 1.92534   , 0.0972943 , 0.728393  , 0.929383  , 0.884827  , 15.2836   , 20.25     , 0         , 21        , 0         , 20.25     , 0         , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.507814  , 1.05469   , 0.507814  , 0.585939  , -0.03125  , 0.28125   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.749334  , 3         
    0.639, 794.5     , 7.27778   , 7.30556   , 1.31348   , 0         , 0         , 0         , 2.35294   , 13.4464   , 76.95     , 1001.09   , 993.828   , 0         , 993.828   , 480.078   , 475.859   , 1021.95   , 1001.09   , 1         , 1.02216   , 0.479554  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.4531   , 31.7813   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.952     , 1.912     , 0.112941  , 0.738824  , 0.931397  , 0.882813  , 15.3812   , 20.25     , 0         , 21        , 0         , 20.25     , 0         , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.546876  , 0.625002  , 0.488283  , 1.05469   , 0.507814  , 0.585939  , 0.03125   , 0.28125   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.749334  , 3         
    0.689, 782.5     , 7.33334   , 7.30556   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.15     , 1001.09   , 993.828   , 0         , 993.828   , 483.906   , 477.109   , 1022.34   , 1001.09   , 1         , 1.02216   , 0.480835  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.5469   , 32.0625   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.96      , 1.91734   , 0.112941  , 0.70753   , 0.933411  , 0.880799  , 15.3519   , 20.25     , 1.5       , 21        , 1.5       , 20.25     , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.488283  , 1.05469   , 0.488283  , 0.585939  , 0.03125   , 0.1875    , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.757334  , 3         
    0.744, 781.5     , 7.19445   , 7.13889   , 1.29883   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.15     , 1001.09   , 993.828   , 0         , 993.828   , 488.75    , 477.5     , 1022.34   , 1001.09   , 1         , 1.02216   , 0.488953  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.5703   , 32.4375   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.97067   , 1.92534   , 0.112941  , 0.70753   , 0.934754  , 0.879456  , 15.3617   , 20.25     , 3         , 21        , 3         , 20.25     , 3         , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.488283  , 1.05469   , 0.488283  , 0.585939  , 0.03125   , 0.1875    , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.760001  , 3         
    0.794, 791.75    , 7.08334   , 7.11112   , 1.31348   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.4      , 1001.09   , 993.828   , 0         , 993.828   , 486.172   , 475.859   , 1022.19   , 1001.09   , 1         , 1.02216   , 0.488098  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.4531   , 32.25     , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.96534   , 1.91734   , 0.149451  , 0.733609  , 0.936768  , 0.877442  , 15.4984   , 19.5      , 1.5       , 21        , 1.5       , 19.5      , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.507814  , 1.01563   , 0.507814  , 0.585939  , 0.171875  , 0.1875    , 0.0078125 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.754668  , 3         
    0.844, 790.75    , 7.11112   , 7.13889   , 1.30371   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.35     , 1001.09   , 993.828   , 0         , 993.828   , 483.672   , 474.375   , 1022.19   , 1001.09   , 1         , 1.02216   , 0.483094  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 31.3359   , 32.0391   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.96534   , 1.91467   , 0.290275  , 0.723177  , 0.938111  , 0.876099  , 15.4984   , 20.25     , 1.5       , 21.75     , 1.5       , 20.25     , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.507814  , 1.01563   , 0.507814  , 0.585939  , 0.171875  , 0.1875    , 0.0078125 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.754668  , 3         
    0.894, 788.25    , 7.08334   , 7.13889   , 1.30371   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.625    , 1001.09   , 993.828   , 0         , 993.828   , 486.016   , 473.359   , 1022.03   , 1001.09   , 1         , 1.02216   , 0.485596  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.2656   , 32.2266   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.94134   , 1.912     , 0.676236  , 0.70753   , 0.912537  , 0.874421  , 15.4984   , 19.5      , 1.5       , 21        , 1.5       , 19.5      , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.60547   , 0.507814  , 1.01563   , 0.507814  , 0.585939  , 0.171875  , 0.0625    , 0.0078125 , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.730668  , 3         
    0.946, 789.25    , 7.11112   , 7.13889   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.6      , 1001.09   , 993.828   , 0         , 993.828   , 486.953   , 472.109   , 1021.41   , 1001.09   , 1         , 1.02216   , 0.485779  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 31.1719   , 32.2969   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.93867   , 1.90667   , 0.728393  , 0.738824  , 0.910523  , 0.872407  , 15.4105   , 20.25     , 2.25      , 21        , 2.25      , 20.25     , 2.25      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.625002  , 0.488283  , 1.05469   , 0.507814  , 0.585939  , -0.015625 , 0.0625    , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.728001  , 3         
    0.996, 793.5     , 7.11112   , 7.13889   , 1.30371   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.725    , 1001.09   , 993.828   , 0         , 993.828   , 486.172   , 471.172   , 1021.33   , 1001.09   , 1         , 1.02216   , 0.485474  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 31.0781   , 32.2266   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.936     , 1.904     , 0.738824  , 0.728393  , 0.90918   , 0.871064  , 15.3617   , 20.25     , 1.5       , 21        , 1.5       , 20.25     , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.625002  , 0.488283  , 1.05469   , 0.507814  , 0.585939  , -0.015625 , 0.0625    , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.725334  , 3         
    1.046, 798.25    , 7.05556   , 7.13889   , 1.30371   , 0         , 0         , 0         , 2.35294   , 13.4464   , 77.775    , 1001.09   , 993.828   , 0         , 993.828   , 485.781   , 469.531   , 1020.94   , 1001.09   , 1         , 1.02216   , 0.48523   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.852   , 220.852   , 0         , 0         , 0         , 0         , 0         , 30.9609   , 32.2031   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.928     , 1.896     , 0.749256  , 0.639726  , 0.90683   , 0.868714  , 15.391    , 20.25     , 1.5       , 21        , 1.5       , 20.25     , 1.5       , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.644533  , 0.488283  , 1.05469   , 0.488283  , 0.60547   , 0.0625    , -0.09375  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.717334  , 3         
    1.105, 791       , 7.08334   , 7.13889   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.5168   , 77.8      , 1001.09   , 994.922   , 0         , 994.922   , 484.609   , 468.281   , 1021.64   , 1001.09   , 1         , 1.02216   , 0.484986  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 30.8672   , 32.1094   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.92      , 1.89067   , 0.759687  , 0.691883  , 0.905488  , 0.867371  , 15.4008   , 20.25     , 2.25      , 21        , 2.25      , 20.25     , 2.25      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.644533  , 0.507814  , 1.09375   , 0.468751  , 0.60547   , 0.0625    , -0.09375  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.709334  , 3         
    1.155, 792.5     , 7.22223   , 7.27778   , 1.30859   , 0         , 0         , 0         , 2.35294   , 13.5168   , 77.85     , 1001.09   , 993.828   , 0         , 993.828   , 485.234   , 469.688   , 1020.16   , 1001.09   , 1         , 1.02216   , 0.486206  , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 220.828   , 220.828   , 0         , 0         , 0         , 0         , 0         , 30.9844   , 32.1563   , 112.43    , 110.016   , 1         , 1         , 1         , 1         , 1.93067   , 1.90134   , 0.759687  , 0.524981  , 0.903474  , 0.865357  , 15.3812   , 20.25     , 2.25      , 21        , 2.25      , 20.25     , 2.25      , -0        , -0        , 0         , 0         , 0         , 0         , 0         , 0         , 0.566408  , 0.644533  , 0.507814  , 1.09375   , 0.468751  , 0.60547   , 0.0625    , -0.0625   , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 0         , 26.25     , 93.75     , 69.75     , 0.720001  , 3         
